mcc,merch_name,dispute_counts,all_transaction_counts
4829,CASH APP*SHANNA SMI,2,2
4829,FB *Nicole Stephanie O,2,3
4899,CAS CABLE.,1,10
5047,BLOWOUT MEDICAL LLC,1,18
5310,DOLLAR GENERAL #21286 HIG,1,5
5310,DOLLAR-GE 2661 DAUPHIN,1,5
5310,ROSS STORES #602,1,21
5310,TARGET        00024091,1,4
5310,WAL-MART #1323Wal-Mart St,2,192
5310,WAL-MART #2718Wal-Mart St,1,136
5311,EBAY O*10-04786-33057,1,1
5331,DOLLAR TREE6650 VALLEY HI,2,56
5331,FAMILY DOLLAR #12025,1,11
5331,FAMILY DOLLAR #64181015 K,3,27
5331,FAMILY DOLLAR #7093,1,4
5399,OFFERUP* ID#7811541,1,1
5399,OLD MILL COUNTRY STORE,1,5
5399,SAYBYEBUGS,1,51
5411,ALLEN ROSS,1,3
5411,FOOD4LESS #05513039 S. CI,1,29
5411,KROGER #9664656 CEMETARY,1,51
5411,OMO FOOD LINE DELI 661441,1,1
5411,TARGET T-0615 1280 Dana D,1,67
5411,TARGET T-2776 735 S Figue,1,65
5411,WAL Wal-Mart Super 651714,1,2
5411,WAL Wal-Mart Super 750260,1,3
5411,WAL Wal-Mart Super 920626,1,2
5411,WAL Wal-Mart Super 922117,1,7
5411,WAL-MART #11111572 ANDERS,1,67
5411,WAL-MART #12843700 HWY 28,1,155
5411,WAL-MART #1600Wal-Mart Su,1,67
5411,WAL-MART #2132,1,15
5411,WAL-MART #56251200 SHINGL,2,138
5462,PINE DONUTS,1,1
5499,FULGHAM MEAT MARKET,1,4
5499,NNT BIG D FOOD STOR672748,1,1
5499,OPTIMIZER,2,2
5499,XPRESS MART YAKIM,1,19
5533,AUTOZONE #1923,1,4
5533,O'REILLY AUTO PARTS 722,2,21
5541,7-ELEVEN2551 MEACHAM BLVD,4,44
5541,AHMED MANSWER,1,13
5541,BP#9488891MAYWOOD BP,1,10
5541,BP#9759606MALVERN BP,1,18
5541,C MART,1,108
5541,CHEVRON/LEEBO'S #8,1,3
5541,CIRCLE K 05631,5,45
5541,CORNER STORE 0974,1,35
5541,CORNER STORE 1334,1,23
5541,DOUBLE QUICK  04010708,1,57
5541,EXXONMOBIL    99185902,2,5
5541,LEBANON FAST GAS,1,3
5541,MARATHON PETRO111062,1,7
5541,MARY MENA 905 LL,1,10
5541,MEIJER # 316,1,13
5541,NNT ULTIMATE FOOD M482266,1,1
5541,QT 85,1,87
5541,QT 9,1,116
5541,THORNTONS #0607,2,60
5541,TIME WISE # 831,1,16
5541,Wysor Street Mar,1,46
5542,7-ELEVEN13440 STATE ROAD,1,3
5542,AMOCO#1932326AMOCO CUPID,1,2
5542,MARATHON PETRO175315,1,2
5542,QT 1023 OUTSIDE,1,6
5542,SUNOCO 08653529001000 W G,1,7
5621,PES*I-NTENSIVESERVICE.COM,3,5
5651,JIMMY JAZZ #1111,1,8
5651,ROSES EXPRESS STORE #6,2,80
5651,SUPER DOLLAR #1561,1,19
5655,10 MANAGEMENT GROUP,1,3
5691,NICERIN,1,3
5691,ONE & ONLY,1,1
5691,SUPREMEWIZARD,1,16
5698,PAYPAL *ALLOVE HAIR,1,32
5732,SMART CELL AND REPAIRS,1,1
5734,ELYM LTD,1,2
5734,GOOGLE *BitTorrent,2,9
5812,DOORDASH*CAPTAIN JAYS,2,90
5812,GRUBHUBAROOGASGRILLHO,2,3
5812,GRUBHUBCESARSMEXICANA,1,1
5812,HAT CREEK BURGER COMPANY,1,9
5812,LONGHORN STEAK 0125330,1,2
5812,MIAMI FINGA LICKING MI,1,2
5812,PIZZERIA DELIGHT,1,6
5812,SunMart 3,1,10
5812,TCTHE CARVERY,1,1
5814,BURGER KING #3825  Q07,2,22
5814,CHIPOTLE 0263,1,9
5814,CMSVEND*CV SAN DIEGO,1,297
5814,DUNKIN #350957 Q35,1,1
5814,KFC L775101,1,20
5814,MARYSVILLE BIGFOOT JAVA,1,12
5814,MCDONALD'S F10934,1,12
5814,MCDONALD'S F2994,1,46
5814,MCDONALD'S M5551 OF NV,1,44
5814,SUBWAY        00235549,2,5
5814,TACO BELL #30493,1,23
5814,TACO BELL 019294,2,44
5814,TACO BELL 022278,1,32
5814,TACO TICO,1,45
5814,USA*AMERICAN FOOD & VEND,3,156
5814,USA*INFINITY VENDING,5,83
5816,8002229524PLYWITSUPRT,2,5
5816,GOOGLE*BEAMDOG,1,5
5816,GOOGLE*FAX,1,13
5816,GOOGLE*NEXSTREAMING,1,19
5816,GOOGLE*SERIOUSLY,12,888
5817,GOOGLE *MachineZone,1,2
5818,Prime Video*JO89W4L53,1,1
5912,CVS/PHARMACY #09 09312--4,1,3
5912,WALGREENS #3371,1,6
5912,WALGREENS STORE 340 N MAI,1,6
5912,WALGREENS STORE 3502 W CA,1,21
5921,BAY STREET LIQUOR,2,50
5921,J&D LIQUOR STORE,1,17
5921,NNT COVINGTON PACKA972551,1,1
5921,OMO FASTLANE MARKET081385,1,1
5921,OMO SUNNYS LIQUOR  880241,1,1
5933,BIG BROTHERS PAWN,1,3
5942,AMAZON.COM*3Q5RD7ZA3 AMZN,1,1
5942,AMAZON.COM*6T8HA4JV3 AMZN,1,1
5942,AMAZON.COM*HE2LL3IQ3 AMZN,1,1
5942,AMZN MKTP US*DD2T00TC3 AM,1,1
5942,AMZN MKTP US*UG3NK5W43,1,1
5942,AMZN Mktp US*5M4853O83,1,1
5942,AMZN Mktp US*BQ8SM6Y43,1,1
5942,AMZN Mktp US*VJ8DQ0WD3,1,1
5942,AMZN Mktp US*XN6Q22RO3,1,1
5942,AMZN Mktp US*YP7311KA3,1,1
5942,AMZN Mktp US*ZG3NF3773,1,1
5942,Amazon.com*1F0RR7ZI3,1,1
5947,SPENCERSONLINE.COM,1,232
5947,TAK YUET INTERNATIONAL,1,5
5967,BNGHELP.COM,7,66
5967,BRIGUIT.COM,5,65
5967,CCBill.com  *Kick Ass Pic,2,4
5967,DDEBILL.COM,7,67
5967,HNSWDVL.COM,1,4
5967,RTRECK.COM,3,47
5967,TYHIUOL.COM8665830226,1,19
5968,Amazon Prime*KZ4HL0XH3,1,1
5968,GOOGLE *Star Party,1,11
5968,TPXMENSMUSCLE.COM,2,4
5969,TSP*Copper Chef,1,7
5977,OMO BEAUTY USA     830596,1,1
5977,Peoples Beauty/9281 N 56t,1,7
5993,DREAM TOBACCO 2,1,10
5993,MYFREEDOMSMOKES.COM,1,41
5999,MAXIE BEAUTY SUPPLY,1,14
5999,PAYPAL *CHAOHO46 EBAY CHA,1,1
5999,QUADPAY* MAYVENN,1,48
5999,U-HAUL MOVING & STOARGE O,1,13
6011,29 FLORIN RO-4415094050 F,1,7
6011,ABELS QUIK S-4445151201 B,1,20
6011,ARTHUR STATE BA205 JACOBS,2,9
6011,CASH N GRAB -4235071102 N,1,8
6011,Caesars South Indiana1199,1,26
6011,Cardtronics C2S1150 WEST,1,3
6011,Cardtronics C2ST2902  4TH,1,19
6011,Cardtronics CCS.14000 KAN,1,9
6011,Cardtronics CCS1175 E FOR,1,49
6011,EFT1600 W NORTH AVE,1,14
6011,FORT CARROLL-3731653705 M,1,7
6011,GREAT WSTRN BK3410 N 27TH,1,4
6011,Jimmy s Grocery700 Linnar,1,3
6011,LK5495065121 W. PICO BLVD,1,2
6011,P1224002224 S. MANTHEY RO,1,3
6011,P415992107 WARD ST,1,5
6011,PAI ISO1503 W MCDOWELL RD,1,3
6011,PAI ISO2017 N 6TH ST,1,28
6011,PAI ISO407 E LINCOLN HWY,1,40
6011,PAI ISO603 SOUTH BOND STR,1,11
6011,POPULAR BANK1620 PITKIN A,1,5
6011,Pilot TS 48224610 BROADWA,2,2
6011,RACETRAC PETROLE1319 EAST,2,18
6011,SECU4501 NAST ST NW,2,13
6011,TD BANK930 AMERICAN LEGIO,1,14
6011,UNIVERSITY FIRS2752 SOUTH,1,3
6011,USAACATM19100 SHELBY HWY,1,15
6011,USAACATM191201  CENTRAL,3,24
6011,WALGREENS - 04591 W SUNRI,1,20
6011,WALGREENS - 123713631 TID,1,9
6012,OPENSKYCC.COM (CAPITAL BA,4,359
7011,AIRBNB  HMJ9QXRZNQ,1,2
7011,YONKERS GATEWAY MOTEL,1,7
7273,CEVOB.COM,2,45
7273,REVFVE.COM,2,4
7372,EXPRESSVPN,2,28
7513,U-HAUL STORAGE OF BEAVERT,1,1
7538,OMO AUTO REPAIR EXP571409,1,1
7542,DELTA SONIC CW 1825-01,1,4
7994,FUNZPOINTS-5MLSRXUDL,1,1
7994,funzpoints-5m3q74cep,1,1
7994,funzpoints-5m7v7gnn1,1,1
7994,funzpoints-5m7vvovkn,1,1
7994,funzpoints-5mdu5alw9,1,1
7994,funzpoints-5mh00r4md,1,1
7994,funzpoints-5mjgqf55g,1,1
7997,RAGE Flag Football,2,2
7998,SQ *HATTIESBURG ZOO,1,10
8931,FIRSTACCESS877-259-3755,3,233
8999,PAYPAL *KENDRAJOHNS,1,1
8999,PAYPAL *LIXIAO65701,1,1
0000,DD:HMF-HMFUSA.com,1,36
0000,EFT:11970987,1,2
0000,EFT:12063141,1,1
0000,EFT:12654769,1,2
0000,EFT:12723377,1,1
0000,EFT:12897209,1,1
3001,AMERICAN AIR0017446683469,1,1
3260,SPIRIT AI,11,372
3260,SPIRIT AIRL 4870234891658,1,1
3715,FAIRFIELD INN & SUITES,10,429
4121,LYFT   *RIDE FRI 2AM,5,403
4121,LYFT   *RIDE FRI 2PM,18,2261
4121,LYFT   *RIDE SAT 12AM,21,1196
4131,GREYHOUND LINES 2406,1,7
4722,PRICELN*BEST WESTERN S,1,14
4784,RIVERLINK,1,162
4812,ALL STAR WIRELESS MI704,1,4
4812,BOOST MOBILE JEFFERSON,1,2
4812,TEXTITA,1,2
4829,APPLE CASH - SENT MONE,2,18
4829,CASH APP*ANDY DUGGA,5,5
4829,CASH APP*JORDAN*ADD,1,45
4829,CASH APP*KENDRICK M,1,4
4829,CASH APP*SABRELLE,1,1
4829,CASH APP*TALONDON P,2,2
4829,VENMO,16,2158
4899,PAYPAL *IT SERVICES,1,1
4900,FSI*PSO BILLMATRIX,5,662
4900,OG&E/USPAYMENTSBILLPAY,1,650
5013,1226 LKQ SS GREENSBORO,1,4
5200,NST THE HOME DEPOT 430185,1,2
5310,DD'S DISCOUNTS #5221,1,49
5310,DD'S DISCOUNTS #5315,1,19
5310,DOLLAR GENERAL # 16657 NO,1,8
5310,DOLLAR GENERAL # 5092 HIG,1,16
5310,DOLLAR-GENERAL # 705A S G,2,5
5310,PAYPAL *GROUPON INC,1,226
5310,ROSS STORES #1809,1,18
5310,WAL-MART #26481919 DAVIS,1,67
5310,WAL-MART #4488150 BEACH R,2,37
5310,WAL-MART #54852500 WEST 9,1,94
5311,FTP*WWW.INMANMALL.COM,3,8
5331,FAMILY DOLLAR #108373900,2,29
5331,FAMILY DOLLAR #12093121 R,1,67
5331,FAMILY DOLLAR #57622447 E,2,56
5399,NNT WSS #27 RAMONA 981617,1,1
5399,QVC*651791308801*1OF6,1,1
5399,REMISHOES VARIETY,1,7
5411,A&V LOPEZ SUPERMARKET860,2,11
5411,FAST STOP FAST STOP 2,1,1
5411,FIESTA MART #764245 E BER,1,53
5411,GIANT-EAGLE #40341 Fifth,1,54
5411,NNT SHENANDOAH ONE 580935,1,1
5411,PIGGLY WIGGLY -TOULMINVI2,1,27
5411,WAL Wal-Mart Super 610115,1,4
5411,WAL Wal-Mart Super 642809,1,4
5411,WAL Wal-Mart Super 650701,1,2
5411,WAL Wal-Mart Super 711007,1,2
5411,WAL Wal-Mart Super 941573,1,4
5411,WAL-MART #12812151 E MAIN,1,88
5411,WAL-MART #25921807 W CRAI,1,164
5411,WAL-MART #404921000 WESTE,1,98
5499,AMERISTOP  FOODMART,1,19
5499,MO FOOD MART AND TOBAC,2,3
5499,NWS COMMUNITY FOOD 362768,1,1
5499,Q MART,1,41
5499,SQ *GULF GAS STATION,1,10
5499,SQ *THE QUART HOUSE,1,11
5499,TOBACCO CORNER NO 2,2,19
5499,U SAVE FISH & CHICKEN,2,7
5533,AUTOZONE  5237 519 525 RH,1,10
5541,0069 SHRI GANESH,1,19
5541,7-ELEVEN 41060,1,14
5541,7-ELEVEN1021 SANTA BARBAR,1,15
5541,7-ELEVEN1144 SOUTH AVE,2,25
5541,7-ELEVEN774 LITTLE CRK RD,2,136
5541,ALLSUPS 53,1,2
5541,CHEVRON/WILLIAMSON ROAD,1,15
5541,CIRCLE G CITGO,1,16
5541,CIRCLE K # 23635,2,7
5541,CON 2708894,1,78
5541,FOUAD DABAJA,1,40
5541,GREEN HILLS MARKET,1,3
5541,Golden Market # 53585 N L,1,17
5541,L&S FOOD CITGO M,1,21
5541,LOVES TRAVEL STOPS 692,1,18
5541,NEW FOOD WAYS,1,4
5541,PENNINGTON SQUARE,1,7
5541,PHILLIPS 66 - DARBY PHILL,2,2
5541,PINNACLE CONVENI,1,11
5541,QT 407 INSIDE,3,62
5541,QUICK FILL,2,24
5541,RACETRAC 2451,1,34
5541,SHELL OIL 12616023003,1,1
5541,SHELL OIL 57542553706,1,2
5541,SHELL SERVICE STATION,27,11391
5541,SMART GROCERY,1,30
5541,SPEEDWAY 06636 S 1110 E I,2,86
5541,SPEEDWAY 09394 SFL LEXING,1,3
5541,SUNOCO 0885306100,1,31
5541,TERRIBLES HERBST #2825982,1,23
5541,TEXACO 0206143,1,16
5541,US MART,4,24
5542,7-ELEVEN 36623,1,4
5542,7-ELEVEN1201 E SAHARA AVE,2,8
5542,ARCO #42377 AMPM,1,35
5542,BREAK STOP,1,1
5542,DANDY 41,1,1
5542,FUEL 24:7 AT SULLIVAN,1,1
5542,TIME TO SHOP,1,2
5621,0269 FOREVER 21,2,16
5691,CRAVING LOVE,1,1
5691,HOLLISTER #586,1,2
5691,PAYPAL *MOLYLILY,1,49
5698,OMO J BEAUTY       482014,1,1
5734,GRAMMARLY CO0KGIV9M,1,1
5812,238 BRAUMS STORE,1,19
5812,322 PIZZA BAR,1,6
5812,BARNES RES* BARNES RES,1,1
5812,CODY'S TARPON SPRINGS,1,2
5812,DOORDASH*TORCHYS TACOS,2,63
5812,LA CASA DE FIESTA 2 INC,1,4
5812,OMO ALNAMER FISH & 531505,1,1
5812,OMO TOP LOUISIANA S580387,1,1
5812,PIZZA HUT 033695,1,48
5812,POSTMATES CE7D9 MIMIS,1,1
5812,RED LOBSTER 6385,1,8
5813,BUFFALO WILD WINGS GRILL,1,112
5813,THE TRIPLE CROWN,1,2
5814,1642 Dominos Pizza,1,16
5814,4264 Dominos Pizza,1,7
5814,BAHAMA BUCKS,1,213
5814,CHICK-FIL-A #02097,2,36
5814,IN N OUT BURGER 034,1,39
5814,MAYA`S PIZZA,1,8
5814,MCDONALD'S F1722,1,68
5814,MCDONALD'S F22197,2,157
5814,MCDONALD'S F3560,1,76
5814,MCDONALD'S F6168,1,17
5814,MCDONALD'S F701,1,40
5814,MCDONALD'S F7779,1,26
5814,PIZZA BOLI'S,1,6
5814,TACO BELL #3925,1,50
5814,TACO BELL 029409,1,7
5814,WENDY'S - BELFAIR,1,18
5814,WENDY'S 0894,5,23
5814,WENDYS #0070,1,8
5816,FINATRAX.COM,1,32
5816,GOOGLE* Playdemic Ltd,1,119
5816,GOOGLE* Rogue Games,1,2
5816,GOOGLE*J2 WEB SERVICE,1,1
5816,GOOGLE*NANOBIT,3,711
5816,GOOGLE*PSAFE,1,7
5816,PLAYLEDGE.COM,2,25
5818,AMZN Digital*2B3MJ9NE3,1,1
5818,Prime Video*L74UO8AT3,1,1
5912,WALGREENS STORE 1230 NEPP,1,18
5912,WALGREENS STORE3110 W ARM,1,2
5921,LIQUOR BARREL,1,62
5921,NNT KRAUSZER FOOD &680477,1,1
5941,K.G. SPORTS,1,5
5942,AMAZON.COM*CC1MB18C3 AMZN,1,1
5942,AMAZON.COM*L10TP0CU3 AMZN,1,1
5942,AMZN MKTP US*G70C05CK3 AM,1,1
5942,AMZN Mktp US*7B3I24VS3,1,1
5942,AMZN Mktp US*PV1LL63I3,1,1
5942,AMZN Mktp US*XQ4IN0LE3,1,1
5942,AMZN Mktp US*ZV4OI9753,1,1
5942,Amazon.com*3B0SU8QG3,1,1
5960,PAYPAL *SQUARETRADE EBAY,8,802
5967,BAKAGE.COM,2,33
5967,FHBILL.COM,1,17
5967,GRONCHO2.COM,2,35
5967,RCNGS.COM,3,16
5967,VIPVAULT .,1,15
5968,CALIBRANDSSKINCREAM.CO,1,3
5968,CRT*CREDIT.COMCREDITRP,1,69
5968,GOOGLE *Fun Games,1,79
5968,IBI*FABKIDS.COM,5,565
5968,PANDORA METEOR WAY INC -,2,5
5977,KETOTODAYMORE,2,18
5993,518 SMOKE STOP,1,3
5993,BREAZY INC,1,60
5999,J'S BEAUT J'S BEAUTY S,1,6
6011,67TH STREET -4045901556 W,1,7
6011,7ELEVEN-FCTI5200 COLLEY A,1,6
6011,AUTO CITY 8 -4275553238 T,1,1
6011,BRANCH BANKING AND TRUSTA,1,110
6011,CAPITAL ONETARGET #1340,1,1
6011,CHASE2885 S 6TH ST,1,7
6011,CHICAGO LUCK-433521617 N.,1,1
6011,Cardtronics CCS.9050  GAT,1,9
6011,Cardtronics CCS3900 HWY 9,1,12
6011,Cardtronics CCS4256 WASHI,1,7
6011,Cardtronics CCS605 E MICH,1,39
6011,Cardtronics CCSB5201  N 9,2,55
6011,Cardtronics CCSP5750 C AV,1,26
6011,DJ COUNTRY S-50319722646,1,4
6011,EZ TRIP FOOD-K819767798 F,1,11
6011,JAQUEZ LIQUO-K3784581261,1,8
6011,P03526807 STADIUM BLVD,1,4
6011,P3668285359 OXFORD AVE,1,1
6011,PAI ISO100 W JACKSON ST,1,23
6011,PAI ISO1344 E STATE STREE,4,27
6011,PAI ISO156 W  95TH STREET,2,9
6011,PAI ISO573 EDGEWOOD AVE S,1,3
6011,PNC BANK4005 VICTORY BLVD,4,273
6011,SHELL DISCOV-4402281904 D,1,5
6011,STAR Financial3300 N Ever,1,4
6011,SW CAPITAL BANK3628 NATIO,2,13
6011,T MART TEN  -3421341208 J,1,2
6011,THE HERITAGE BANK300 SOUT,2,5
6011,TRANSFUND4950 S HARVARD A,1,36
6011,USA 1 DELI &-4156913500 P,1,18
6011,USAACATM198700 ASHEVILLE,2,16
6011,Walmart Neigh Market 3615,3,9
6051,CORPUS CHRISTI AUTOMAX,1,2
7011,CHOICE *PRIVILEGES,1,116
7011,HOTELTONIGHTBEST WEST,1,6
7230,ANGEL NAILS,1,64
7273,Bumble help bumble.com,8,351
7299,MP-*DRVLICREN PRODUCT,2,69
7523,50562 - JOE LOT,1,1
7542,MCW#267-COVINGTON,1,13
7542,ROAD RUNNERS EXPRESS CAR,1,12
7542,SOFT TOUCH CAR WASH,3,8
7991,Port Discovery Children's,1,1
7993,GAMESTOP #1764,1,2
7994,852 BOWLERO 8003425263 AR,1,1
7994,BEACHSIDE BINGO,1,8
7994,funzpoints-5m1scxz6z,1,1
7994,funzpoints-5m57pnqe0,1,1
7994,funzpoints-5m6wi0khk,1,1
7994,funzpoints-5m6wlst43,1,1
7994,funzpoints-5mat5bxz4,1,1
7994,funzpoints-5mbzivbsy,1,1
7994,funzpoints-5mmv7tcaj,1,1
8244,SHEAR EGO INTERNATIONA,1,1
8299,BLS*IMARKETSLIVE,5,243
8299,RIGHT TO PLAY,1,1
8999,TOPHATT105758811,1,1
9399,AL DEPT OF PUBLIC SAFE,1,22
0000,DD:DISH NETWORK-DISH NTWR,6,30
0000,EFT:11958877,1,1
0000,EFT:12048124,1,2
0000,EFT:12291753,1,1
0000,EFT:12691126,1,1
0000,POS Domestic Fee,15,18544
3001,AMERICAN AIR0017517708927,1,1
4722,Orbitz*71009244661389,1,1
4829,CASH APP*DESIREE TH,1,5
4829,CASH APP*GEORGE BUR,1,1
4829,CASH APP*JOSIESALAS,2,2
4829,CASH APP*KADEE AHRL,2,3
4829,FB *Rodney Shamburger,1,1
4829,PAYPAL *RLG46,1,2
4829,PAYPAL *RMILLER,1,1
4900,DTE ENERGY,1,194
5231,SHERWIN WILLIAMS 70340,1,1
5310,DOLLAR GENERAL # 3977 WES,1,23
5310,DOLLAR GENERAL #1089 STAT,2,11
5310,DOLLAR GENERAL #7864 ARKA,1,13
5310,DOLLAR-GENERAL # 427 W BO,1,15
5310,WAL-MART #543415555 HESPE,1,77
5331,DOLLAR TREE4500 S DAMEN A,1,14
5331,FAMILY DOLLAR #11536,1,3
5331,FAMILY DOLLAR #42205638 R,1,27
5399,WWW.DRUNKELEPHANT.COM,3,8
5411,DECKERVILLE VILLAGE MARK2,1,23
5411,NORTHGATE ##003,1,1
5411,SAFEWAY #0870,1,4
5411,SHOPPERS VALUE FOOD,1,72
5411,SMART AND FINAL 4092805 S,1,26
5411,WAL Wal-Mart Super 242665,1,3
5411,WAL Wal-Mart Super 811170,1,4
5411,WAL-MART #52853200 ATLANT,1,158
5422,OMO CARNICERIA ATOY362913,1,2
5499,CONVENIENT FOOD MART,1,347
5499,FSH HEALTHY,1,7
5499,LUCKY'S FOOD MARKET,1,9
5499,NNT CIGARETTES 4 LE481436,1,1
5499,OMO FOOD PLUS      072774,1,1
5499,OMO THE LIQUOR BOTT662011,1,1
5499,WAWA 103912-16 WALNUT ST,1,2
5532,HILLTOP TIRE SER2914 HUBB,1,1
5533,AUTOZONE  4153 26100 NEWP,1,4
5541,7-ELEVEN2282 E FIRESTONE,2,17
5541,7-ELEVEN295 WEST CENTRAL,2,18
5541,7-ELEVEN3994 S FIGUEROA S,1,26
5541,7-ELEVEN4756 BAXTER RD,1,43
5541,7-ELEVEN6084 INDIAN RIVER,1,23
5541,ARCO #42457 AMPM,2,68
5541,ARCO #42502,1,10
5541,ARCO#06080JAMIL M KABARI,1,63
5541,BALDWIN & I-75 MART,1,4
5541,BP#8764268PULASKI BP,1,21
5541,CAUSEWAY,1,29
5541,CHEVRON 0208398,1,1
5541,CHEVRON 0212806,1,54
5541,CHEVRON/MORROW SITE LLC60,2,8
5541,DOBBS PLACE OF LUMBERTON,1,21
5541,KROGER FUEL 7144,1,1
5541,MARATHON PETRO180786,1,10
5541,ONE STOP SHOP,1,157
5541,QT 633,1,26
5541,QT 84,1,155
5541,REHMAN ROCKMART STORE #4,1,31
5541,SHELL OIL 57544866700,3,8
5541,SHELL SERVICE STATION3118,1,34
5541,SUNOCO 0541280400,3,34
5542,AMOCO#1939008K & D PETRO,1,1
5542,CHEVRON 0306888,1,14
5542,RACETRAC 648,1,8
5651,OLD NAVY US 5200,1,3
5661,KIDS FOOT LOCKER 46739,1,2
5661,SHOE LAND 5 OBT,1,7
5691,CHILDBUD.COM-1143,1,8
5691,DTLR 091,1,6
5691,FITBAND,1,1
5691,HNUE-TEE.COMORDER,1,1
5691,OTAKUCHARMS,1,1
5691,WWW.JAVALICENTER.COM,1,1
5699,CITY GEAR #101,1,17
5712,WOW FURNI WOW FURNITUR,1,3
5734,GOOGLE *JellyBtnGames,18,2321
5734,GOOGLE *LEXIANG,1,374
5734,GOOGLE *MAGInteractive,3,33
5734,GOOGLE *TikGames,4,10
5735,BANDCAMP UNKNWNMOVEMENT,1,1
5812,CKE*CAPTIV8 POTATO B 1700,1,2
5812,DOORDASH*BUCHAREST GRI,1,34
5812,DOORDASH*NICKS GYROS,2,38
5812,DOORDASH*WOK TERIYAKI,1,3
5812,GRUBHUBCHUCKECHEESE,1,8
5812,LAS CARNITAS EXPRESS INC,1,3
5812,NINO'S PIZZA,1,7
5812,PIZZA HUT 103600010363,1,14
5812,POSTMATES 09F95 TACO B,1,1
5812,POSTMATES 47BC1 IHOP,1,1
5812,SHARKS CHICKEN & FISH RE,1,6
5814,2869 Dominos Pizza,1,5
5814,4005 Dominos Pizza,1,23
5814,BURGER KING #281,1,23
5814,BURGER KING #4921,1,5
5814,COOK OUT LEXINGTON.,1,68
5814,DEL TACO 0134,1,5
5814,DOMINO'S 3384,1,1
5814,JACK IN THE BOX 3494,1,27
5814,JACK IN THE BOX 7112,2,23
5814,JACK IN THE BOX 7243,2,14
5814,JERSEY MIKES 27060,1,2
5814,KFC J625241,1,22
5814,LITTLE CAESARS 5957,1,4
5814,MCDONALD'S F14558,1,47
5814,MCDONALD'S F4270,1,24
5814,MCDONALD'S F7143,1,46
5814,MCDONALD'S F897,1,42
5814,PANDA EXPRESS 642,1,5
5814,PAPA JOHN'S #0243,1,12
5814,POPEYES LOUISIANA KITCHE,1,4
5814,SUBWAY        00013797,1,3
5814,SUBWAY        03077070,2,9
5814,TACO BELL 015317,1,22
5814,WENDY'S CHESTER 2,1,27
5815,EBOOKSUPPORT.ONLINE,1,6
5815,IMAGAHUB.COM,1,5
5815,IMAGAHUB.COM.COM,2,7
5816,1-561-9080715_99online,1,42
5816,GOOGLE*CLIPWIRE GAMES,1,224
5816,GOOGLE*FACHAT,2,18
5816,GOOGLE*GOOGLE MUSIC,1,249
5816,GOOGLE*SMALL GIANT,4,981
5818,Prime Video*3D5FM2IK3,1,1
5818,Prime Video*3K6Y10MW3,1,1
5818,Prime Video*521P407P3,1,1
5912,RITE AID STORE - 3700,1,54
5912,WALGREENS STORE 1801 NORT,4,14
5921,ACE SPIRITS,1,2
5921,ANGELOS LIQUORS,1,7
5921,ATKINSON BEER & LIQUOR,1,7
5921,BELLE VEGAS PACKAGE,1,12
5921,MADISON SQUARE LIQUOR,1,23
5933,CASH-N-PAWN INTL 24006,1,10
5933,EZPAWN 18012,1,9
5941,PAYPAL *SIMPLENATUR EBAY,1,2
5942,AMAZON.COM*0420O6F53 AMZN,1,1
5942,AMZN Mktp US*DZ47D8VL3,1,1
5942,AMZN Mktp US*H24TB15P3,1,1
5942,Amazon.com*DK5G29JE3,1,1
5967,CYMK6.COM,2,48
5967,ENTEPP.COM,1,40
5967,FUBRIGE.COM,1,54
5967,HELLO19.COM,4,56
5967,KYG*CHARGEREPVIEWS.COM,1,1
5967,SWYZWH.COM,1,4
5967,Tey*LISTSFILE.COM,1,1
5968,Amazon Prime*8W0CY6HO3,1,1
5968,Amazon Prime*B44I27BT3,1,1
5968,Amazon Prime*DV5HF8M03,1,1
5968,Amazon Prime*F52732TE3,1,1
5968,Amazon Prime*IN8VS0U73,1,1
5968,Amazon Prime*SB7111C93,1,1
5968,DDL*Nugenix,5,229
5968,ESCHARGE.COM,2,15
5968,GOOGLE*AVG UK,1,10
5968,TRYPULLANDPUSH.COTRIAL,1,1
5999,7 MILE BEAUTY SUPPLY,1,51
5999,PAYPAL *CELLOJELLO7 EBAY,1,1
5999,PAYPAL *JIXUEMIN EBAY,1,1
5999,QUICK STOP,2,36
6011,24 HR GROCER-4445672405 B,2,2
6011,4 BROTHER MA-3287651701 S,1,16
6011,7ELEVEN-FCTI1360 S PLANO,1,8
6011,7ELEVEN-FCTI1771 ORO VIST,3,4
6011,7ELEVEN-FCTI484 S MAIN ST,1,12
6011,7ELEVEN-FCTI510 N. WATERM,7,35
6011,Aji Grill       NL   now3,1,2
6011,BANK OF AMERICA*BACK OF T,1,8
6011,CAPITAL ONESPRINGFIELD AV,2,42
6011,CHASE5717 S VERMONT AVE,1,12
6011,Cardtronics CCSB6659  E,3,33
6011,DATASTREAM ASAIFontana,1,2
6011,KCK TT 18TH -426452146 S.,1,1
6011,KENNEDY FOOD-2868315361 K,1,1
6011,NOUR PETRO M-K62688317111,1,23
6011,PAI ISO1176 MEMORIAL DR S,2,14
6011,PAI ISO1536 WEST BROAD ST,1,28
6011,PAI ISO2520 E. MONUMENT S,1,27
6011,PAI ISO520 W TRUESDELL ST,1,3
6011,PAI ISO5409 W NORTH AVE,1,2
6011,PAI ISO5704 N BROAD ST.,1,2
6011,PAI ISO6656 S COTTAGE GRO,2,5
6011,PAI ISO6901 N NEBRASKA AV,1,6
